cluster_id,age_band,cluster_prop,overall_prop,difference
W113|BA.5.2|R0.3|C31,70-74,0.0,0.023960092305887432,-0.023960092305887432
W113|BA.5.2|R0.3|C31,00-04,0.0,0.021452756883315924,-0.021452756883315924
W113|BA.5.2|R0.3|C31,75+,1.0,0.05740912001138223,0.9425908799886178
W116|BA.5.2|R0.3|C11,65-69,0.0,0.029372891573031603,-0.029372891573031603
W116|BA.5.2|R0.3|C11,45-49,0.0,0.06799758876454136,-0.06799758876454136
W116|BA.5.2|R0.3|C11,20-24,0.0,0.0868394219524767,-0.0868394219524767
W116|BA.5.2|R0.3|C11,25-29,0.0,0.08724254258039636,-0.08724254258039636
W116|BA.5.2|R0.3|C11,15-19,0.0,0.0680949367799523,-0.0680949367799523
W116|BA.5.2|R0.3|C11,05-09,0.0,0.0543002237756303,-0.0543002237756303
W116|BA.5.2|R0.3|C11,35-39,0.0,0.08474519156966187,-0.08474519156966187
W116|BA.5.2|R0.3|C11,30-34,0.0,0.08833084347063147,-0.08833084347063147
W116|BA.5.2|R0.3|C11,10-14,0.0,0.06753206556264033,-0.06753206556264033
W116|BA.5.2|R0.3|C11,55-59,0.0,0.06448931605530865,-0.06448931605530865
W116|BA.5.2|R0.3|C11,40-44,0.0,0.07837014461172495,-0.07837014461172495
W116|BA.5.2|R0.3|C11,60-64,0.0,0.048889920611445384,-0.048889920611445384
W116|BA.5.2|R0.3|C11,50-54,0.0,0.07097294349197315,-0.07097294349197315
W116|BA.5.2|R0.3|C11,70-74,0.0,0.023960092305887432,-0.023960092305887432
W116|BA.5.2|R0.3|C11,00-04,0.0,0.021452756883315924,-0.021452756883315924
W116|BA.5.2|R0.3|C11,75+,1.0,0.05740912001138223,0.9425908799886178
W079|BA.1.15|R0.3|C117,65-69,0.056451612903225805,0.029372891573031603,0.027078721330194202
W079|BA.1.15|R0.3|C117,45-49,0.056451612903225805,0.06799758876454136,-0.011545975861315554
W079|BA.1.15|R0.3|C117,20-24,0.06182795698924731,0.0868394219524767,-0.025011464963229382
W079|BA.1.15|R0.3|C117,25-29,0.07258064516129033,0.08724254258039636,-0.014661897419106035
W079|BA.1.15|R0.3|C117,15-19,0.04032258064516129,0.0680949367799523,-0.027772356134791017
W079|BA.1.15|R0.3|C117,05-09,0.06182795698924731,0.0543002237756303,0.007527733213617015
W079|BA.1.15|R0.3|C117,35-39,0.08602150537634409,0.08474519156966187,0.0012763138066822222
W079|BA.1.15|R0.3|C117,30-34,0.07258064516129033,0.08833084347063147,-0.015750198309341143
W079|BA.1.15|R0.3|C117,10-14,0.06451612903225806,0.06753206556264033,-0.0030159365303822627
W079|BA.1.15|R0.3|C117,55-59,0.05913978494623656,0.06448931605530865,-0.005349531109072089
W079|BA.1.15|R0.3|C117,40-44,0.06451612903225806,0.07837014461172495,-0.013854015579466888
W079|BA.1.15|R0.3|C117,60-64,0.06451612903225806,0.048889920611445384,0.01562620842081268
W079|BA.1.15|R0.3|C117,50-54,0.06720430107526881,0.07097294349197315,-0.0037686424167043403
W079|BA.1.15|R0.3|C117,70-74,0.03763440860215054,0.023960092305887432,0.013674316296263107
W079|BA.1.15|R0.3|C117,00-04,0.02956989247311828,0.021452756883315924,0.008117135589802357
W079|BA.1.15|R0.3|C117,75+,0.10483870967741936,0.05740912001138223,0.04742958966603713
W080|BA.1.15|R0.3|C1,65-69,0.053164556962025315,0.029372891573031603,0.023791665388993712
W080|BA.1.15|R0.3|C1,45-49,0.060759493670886074,0.06799758876454136,-0.007238095093655285
W080|BA.1.15|R0.3|C1,20-24,0.060759493670886074,0.0868394219524767,-0.02607992828159062
W080|BA.1.15|R0.3|C1,25-29,0.07341772151898734,0.08724254258039636,-0.013824821061409018
W080|BA.1.15|R0.3|C1,15-19,0.04556962025316456,0.0680949367799523,-0.02252531652678775
W080|BA.1.15|R0.3|C1,05-09,0.053164556962025315,0.0543002237756303,-0.0011356668136049825
W080|BA.1.15|R0.3|C1,35-39,0.0810126582278481,0.08474519156966187,-0.003732533341813768
W080|BA.1.15|R0.3|C1,30-34,0.07341772151898734,0.08833084347063147,-0.014913121951644126
W080|BA.1.15|R0.3|C1,10-14,0.06835443037974684,0.06753206556264033,0.0008223648171065134
W080|BA.1.15|R0.3|C1,55-59,0.05569620253164557,0.06448931605530865,-0.008793113523663083
W080|BA.1.15|R0.3|C1,40-44,0.07088607594936709,0.07837014461172495,-0.0074840686623578595
W080|BA.1.15|R0.3|C1,60-64,0.060759493670886074,0.048889920611445384,0.01186957305944069
W080|BA.1.15|R0.3|C1,50-54,0.06329113924050633,0.07097294349197315,-0.00768180425146682
W080|BA.1.15|R0.3|C1,70-74,0.0379746835443038,0.023960092305887432,0.014014591238416366
W080|BA.1.15|R0.3|C1,00-04,0.030379746835443037,0.021452756883315924,0.008926989952127113
W080|BA.1.15|R0.3|C1,75+,0.11139240506329114,0.05740912001138223,0.05398328505190891
W080|BA.1|R0.3|C1,65-69,0.03271812080536913,0.029372891573031603,0.003345229232337526
W080|BA.1|R0.3|C1,45-49,0.06543624161073826,0.06799758876454136,-0.0025613471538031007
W080|BA.1|R0.3|C1,20-24,0.0738255033557047,0.0868394219524767,-0.013013918596771992
W080|BA.1|R0.3|C1,25-29,0.07214765100671142,0.08724254258039636,-0.015094891573684946
W080|BA.1|R0.3|C1,15-19,0.047818791946308725,0.0680949367799523,-0.02027614483364358
W080|BA.1|R0.3|C1,05-09,0.057885906040268456,0.0543002237756303,0.0035856822646381584
W080|BA.1|R0.3|C1,35-39,0.08053691275167785,0.08474519156966187,-0.004208278817984024
W080|BA.1|R0.3|C1,30-34,0.08221476510067115,0.08833084347063147,-0.006116078369960323
W080|BA.1|R0.3|C1,10-14,0.06795302013422819,0.06753206556264033,0.00042095457158786154
W080|BA.1|R0.3|C1,55-59,0.057885906040268456,0.06448931605530865,-0.006603410015040195
W080|BA.1|R0.3|C1,40-44,0.06040268456375839,0.07837014461172495,-0.01796746004796656
W080|BA.1|R0.3|C1,60-64,0.06040268456375839,0.048889920611445384,0.011512763952313008
W080|BA.1|R0.3|C1,50-54,0.051174496644295304,0.07097294349197315,-0.01979844684767785
W080|BA.1|R0.3|C1,70-74,0.028523489932885907,0.023960092305887432,0.004563397626998474
W080|BA.1|R0.3|C1,00-04,0.04697986577181208,0.021452756883315924,0.02552710888849616
W080|BA.1|R0.3|C1,75+,0.11409395973154363,0.05740912001138223,0.0566848397201614
W065|AY.4|R0.3|C952,65-69,0.0,0.029372891573031603,-0.029372891573031603
W065|AY.4|R0.3|C952,45-49,0.06976744186046512,0.06799758876454136,0.0017698530959237568
W065|AY.4|R0.3|C952,20-24,0.09302325581395349,0.0868394219524767,0.006183833861476792
W065|AY.4|R0.3|C952,25-29,0.16279069767441862,0.08724254258039636,0.07554815509402225
W065|AY.4|R0.3|C952,15-19,0.0,0.0680949367799523,-0.0680949367799523
W065|AY.4|R0.3|C952,05-09,0.0,0.0543002237756303,-0.0543002237756303
W065|AY.4|R0.3|C952,35-39,0.3023255813953488,0.08474519156966187,0.21758038982568695
W065|AY.4|R0.3|C952,30-34,0.2558139534883721,0.08833084347063147,0.16748311001774063
W065|AY.4|R0.3|C952,10-14,0.0,0.06753206556264033,-0.06753206556264033
