cluster_id,Ayrshire and Arran,Borders,Dumfries and Galloway,Fife,Forth Valley,Grampian,Greater Glasgow and Clyde,Highland,Lanarkshire,Lothian,Orkney,Shetland,Tayside,Western Isles
W001|B.1.1.406|R0.3|C1,-0.031639308486767895,-0.017879585497142587,-0.024047455909461352,-0.0683408029214389,-0.05926996476750673,-0.08869402645120306,0.11854287137064401,-0.04680567464046757,0.4397004819083349,-0.13823413731026718,-0.0031238728535074615,-0.00301279627182062,-0.07594518058680884,-0.0012505475825866864
W003|B.1.177|R0.3|C3,-0.06735359420105361,-0.017879585497142587,-0.024047455909461352,-0.0683408029214389,-0.05926996476750673,-0.08869402645120306,0.7614000142277868,-0.04680567464046757,-0.13172808952023654,-0.1739484230245529,-0.0031238728535074615,-0.00301279627182062,-0.07594518058680884,-0.0012505475825866864
W004|B.1.1.269|R0.3|C2,-0.06735359420105361,-0.017879585497142587,-0.024047455909461352,-0.0683408029214389,-0.05926996476750673,-0.08869402645120306,0.36140001422778684,-0.04680567464046757,0.2682719104797635,-0.1739484230245529,-0.0031238728535074615,-0.00301279627182062,-0.07594518058680884,-0.0012505475825866864
W004|B.1.1.406|R0.3|C1,0.0040749772275178175,-0.017879585497142587,-0.024047455909461352,-0.0683408029214389,-0.05926996476750673,-0.08869402645120306,0.618542871370644,-0.04680567464046757,-0.060299518091665116,-0.1739484230245529,-0.0031238728535074615,-0.00301279627182062,-0.07594518058680884,-0.0012505475825866864
W005|AD.2|R0.3|C14,-0.011798038645498055,-0.017879585497142587,-0.024047455909461352,-0.0683408029214389,-0.05926996476750673,0.7446393068821303,-0.1830444302166576,-0.04680567464046757,-0.13172808952023654,-0.1739484230245529,-0.0031238728535074615,-0.00301279627182062,-0.020389625031253286,-0.0012505475825866864
W006|B.1.441|R0.3|C1,0.2659797391322797,-0.017879585497142587,-0.024047455909461352,-0.0683408029214389,-0.05926996476750673,-0.08869402645120306,0.4280666808944535,-0.04680567464046757,-0.13172808952023654,-0.1739484230245529,-0.0031238728535074615,-0.00301279627182062,-0.07594518058680884,-0.0012505475825866864
W010|B.1|R0.3|C3,-0.05054687151197798,0.032540582570084305,-0.007240733220385723,-0.026323996198749824,0.007956925988795785,0.0037429483387129148,0.09753446800929949,0.0036144934267593187,-0.07290456010847184,0.0529423332779681,0.013682849835568167,-0.00301279627182062,-0.05073509655319539,-0.0012505475825866864
W024|B.1.1.7|R0.3|C3,-0.06735359420105361,-0.017879585497142587,-0.024047455909461352,-0.0683408029214389,0.10739670189915992,-0.08869402645120306,-0.23859998577221314,-0.04680567464046757,0.7016052438130969,-0.1739484230245529,-0.0031238728535074615,-0.00301279627182062,-0.07594518058680884,-0.0012505475825866864
W033|B.1.1.7|R0.3|C71,-0.06735359420105361,-0.017879585497142587,-0.024047455909461352,-0.0683408029214389,-0.05926996476750673,-0.08869402645120306,-0.23859998577221314,-0.04680567464046757,-0.13172808952023654,0.7427182436421137,-0.0031238728535074615,-0.00301279627182062,0.00738815274652449,-0.0012505475825866864
W036|B.1.1.7|R0.3|C27,-0.06735359420105361,-0.017879585497142587,-0.024047455909461352,-0.0683408029214389,-0.05926996476750673,-0.08869402645120306,0.5165020550441133,-0.04680567464046757,0.11316986966343692,-0.1739484230245529,-0.0031238728535074615,-0.00301279627182062,-0.07594518058680884,-0.0012505475825866864
W036|B.1.1.7|R0.3|C578,-0.06735359420105361,-0.017879585497142587,-0.024047455909461352,-0.0683408029214389,-0.05926996476750673,-0.08869402645120306,0.7614000142277868,-0.04680567464046757,-0.13172808952023654,-0.1739484230245529,-0.0031238728535074615,-0.00301279627182062,-0.07594518058680884,-0.0012505475825866864
W037|B.1.1.7|R0.3|C431,-0.06735359420105361,-0.017879585497142587,-0.024047455909461352,0.7498410152603794,0.03163912614158418,-0.08869402645120306,-0.23859998577221314,0.04410341626862334,-0.13172808952023654,-0.1739484230245529,-0.0031238728535074615,-0.00301279627182062,-0.07594518058680884,-0.0012505475825866864
W037|B.1.1.7|R0.3|C9,0.33264640579894644,-0.017879585497142587,-0.024047455909461352,-0.0683408029214389,-0.046769964767506736,0.3238059735487969,-0.22609998577221313,-0.021805674640467572,-0.13172808952023654,-0.1614484230245529,-0.0031238728535074615,0.12198720372817938,-0.07594518058680884,-0.0012505475825866864
W038|B.1.1.7|R0.3|C273,-0.06735359420105361,-0.017879585497142587,-0.024047455909461352,0.8205480859674499,0.05184114634360437,-0.08869402645120306,-0.23859998577221314,-0.04680567464046757,-0.13172808952023654,-0.1739484230245529,-0.0031238728535074615,-0.00301279627182062,-0.07594518058680884,-0.0012505475825866864
W038|B.1.1.7|R0.3|C88,-0.06735359420105361,-0.017879585497142587,-0.024047455909461352,-0.0683408029214389,-0.05926996476750673,-0.08869402645120306,0.7614000142277868,-0.04680567464046757,-0.13172808952023654,-0.1739484230245529,-0.0031238728535074615,-0.00301279627182062,-0.07594518058680884,-0.0012505475825866864
W039|B.1.1.7|R0.3|C1,-0.06735359420105361,-0.017879585497142587,-0.024047455909461352,-0.045613530194166176,0.9180027625052205,-0.08869402645120306,-0.23859998577221314,-0.04680567464046757,-0.13172808952023654,-0.1739484230245529,-0.0031238728535074615,-0.00301279627182062,-0.07594518058680884,-0.0012505475825866864
W040|B.1.1.7|R0.3|C301,-0.06735359420105361,-0.017879585497142587,-0.024047455909461352,0.0316591970785611,0.14073003523249328,-0.08869402645120306,-0.13859998577221314,-0.04680567464046757,0.46827191047976346,-0.1739484230245529,-0.0031238728535074615,-0.00301279627182062,-0.07594518058680884,-0.0012505475825866864
W040|B.1.1.7|R0.3|C64,-0.06735359420105361,-0.017879585497142587,-0.024047455909461352,-0.0683408029214389,-0.05926996476750673,0.9113059735487969,-0.23859998577221314,-0.04680567464046757,-0.13172808952023654,-0.1739484230245529,-0.0031238728535074615,-0.00301279627182062,-0.07594518058680884,-0.0012505475825866864
W041|B.1.1.7|R0.3|C140,-0.06735359420105361,-0.017879585497142587,-0.024047455909461352,-0.0683408029214389,-0.032954175293822524,-0.08869402645120306,-0.23859998577221314,-0.04680567464046757,-0.13172808952023654,-0.1739484230245529,-0.0031238728535074615,-0.00301279627182062,0.8977390299395069,-0.0012505475825866864
W041|B.1.1.7|R0.3|C50,-0.06735359420105361,-0.017879585497142587,-0.024047455909461352,0.0316591970785611,0.14073003523249328,-0.08869402645120306,-0.13859998577221314,-0.04680567464046757,0.46827191047976346,-0.1739484230245529,-0.0031238728535074615,-0.00301279627182062,-0.07594518058680884,-0.0012505475825866864
W042|B.1.1.7|R0.3|C34,-0.06735359420105361,-0.017879585497142587,-0.024047455909461352,-0.0683408029214389,-0.032954175293822524,-0.08869402645120306,-0.23859998577221314,-0.04680567464046757,-0.13172808952023654,-0.1739484230245529,-0.0031238728535074615,-0.00301279627182062,0.8977390299395069,-0.0012505475825866864
W043|B.1.1.7|R0.3|C89,-0.06735359420105361,-0.017879585497142587,-0.024047455909461352,0.681659197078561,-0.05926996476750673,-0.08869402645120306,-0.03859998577221313,-0.021805674640467572,-0.10672808952023655,-0.1739484230245529,-0.0031238728535074615,-0.00301279627182062,-0.07594518058680884,-0.0012505475825866864
W048|AY.4|R0.3|C1,0.04544640579894639,-0.014279585497142588,-0.018847455909461353,-0.0479408029214389,-0.01046996476750673,-0.07229402645120306,0.09180001422778689,-0.04000567464046757,-0.014528089520236542,-0.019948423024552908,-0.0031238728535074615,-0.00301279627182062,0.10765481941319117,-0.0004505475825866864
W050|AY.4|R0.3|C87,-0.0370505638980233,-0.017879585497142587,-0.024047455909461352,-0.0683408029214389,0.21345730795976597,-0.08869402645120306,-0.026478773651001014,-0.01650264433743727,-0.13172808952023654,0.28059703152090165,-0.0031238728535074615,-0.00301279627182062,-0.07594518058680884,-0.0012505475825866864
W052|AY.4|R0.3|C58,-0.06735359420105361,-0.017879585497142587,-0.024047455909461352,-0.0683408029214389,-0.05926996476750673,-0.08869402645120306,-0.23859998577221314,-0.04680567464046757,0.2682719104797635,0.42605157697544704,-0.0031238728535074615,-0.00301279627182062,-0.07594518058680884,-0.0012505475825866864
W053|AY.4.2|R0.3|C3,-0.06735359420105361,-0.017879585497142587,-0.024047455909461352,-0.0683408029214389,-0.05926996476750673,-0.08869402645120306,0.7614000142277868,-0.04680567464046757,-0.13172808952023654,-0.1739484230245529,-0.0031238728535074615,-0.00301279627182062,-0.07594518058680884,-0.0012505475825866864
W063|AY.4.2.2|R0.3|C83,-0.06735359420105361,-0.017879585497142587,-0.024047455909461352,-0.0683408029214389,-0.05926996476750673,-0.08869402645120306,0.7614000142277868,-0.04680567464046757,-0.13172808952023654,-0.1739484230245529,-0.0031238728535074615,-0.00301279627182062,-0.07594518058680884,-0.0012505475825866864
