model,aic,qic,qicu,rho,scale,nobs,converged,term,coef,se,z,pvalue,ci_lo,ci_hi
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(age_group, Treatment('40–59'))[T.00-09]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV1_B.1.177_C108360]",0.3106430779731873,0.24764951819408978,1.2543657675510909,0.20970908917126374,-0.17474105847592553,0.7960272144223002
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(age_group, Treatment('40–59'))[T.10-19]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV1_B.1.177_C108360]",-0.3163686818052852,0.10557129689261047,-2.9967300877917853,0.002728922147978859,-0.523284621515987,-0.10945274209458339
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(age_group, Treatment('40–59'))[T.20-39]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV1_B.1.177_C108360]",-0.3245688216251653,0.07742187295286102,-4.192210924977001,2.7624897042991366e-05,-0.47631290422840866,-0.172824739021922
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(age_group, Treatment('40–59'))[T.60-74]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV1_B.1.177_C108360]",0.2959803032441272,0.09526031062324468,3.107068424485112,0.0018895265800445127,0.10927352526646933,0.4826870812217851
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(age_group, Treatment('40–59'))[T.elderly]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV1_B.1.177_C108360]",0.3655949296992146,0.09617590756985162,3.8013150999764322,0.0001439301247791626,0.17709361468185228,0.5540962447165769
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(age_group, Treatment('40–59'))[T.00-09]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV6_BA.5.2_C23016]",-0.5035100375028946,0.20869992532754944,-2.4126028637175976,0.015839067339689223,-0.9125543747210901,-0.09446570028469903
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(age_group, Treatment('40–59'))[T.10-19]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV6_BA.5.2_C23016]",0.0375775607716684,0.15298311896956096,0.2456320738181917,0.8059670584269254,-0.26226384265127745,0.33741896419461426
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(age_group, Treatment('40–59'))[T.20-39]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV6_BA.5.2_C23016]",-0.26089203572448155,0.07763461105839489,-3.3605119181732594,0.0007779817407208721,-0.4130530773527106,-0.10873099409625256
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(age_group, Treatment('40–59'))[T.60-74]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV6_BA.5.2_C23016]",0.4251506766609775,0.08260888735101446,5.146548879837401,2.653223523771496e-07,0.2632402326500627,0.5870611206718923
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(age_group, Treatment('40–59'))[T.elderly]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV6_BA.5.2_C23016]",0.7521451744979005,0.08035799185030036,9.359929948213225,7.978957555034117e-21,0.5946464046013487,0.9096439443944524
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.1]:C(age_group, Treatment('40–59'))[T.00-09]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV1_B.1.177_C108360]",-0.4781098810058419,0.28833809442871344,-1.65815717813189,0.09728574546083586,-1.0432421614570295,0.08702239944534568
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.2]:C(age_group, Treatment('40–59'))[T.00-09]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV1_B.1.177_C108360]",-0.40380542216777154,0.3095339649316572,-1.304559330853817,0.19204294422842771,-1.0104808454257037,0.20287000109016068
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.4]:C(age_group, Treatment('40–59'))[T.00-09]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV1_B.1.177_C108360]",-0.6957947199777855,0.3560157246301301,-1.9543932243460784,0.05065473139413513,-1.39357271818277,0.0019832782271989036
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.5]:C(age_group, Treatment('40–59'))[T.00-09]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV1_B.1.177_C108360]",-0.31313266717815413,0.339922518548442,-0.9211883593805802,0.356952094665851,-0.979368561067249,0.35310322671094074
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.1]:C(age_group, Treatment('40–59'))[T.10-19]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV1_B.1.177_C108360]",0.09995588327231314,0.1432311499306148,0.6978641400333278,0.4852621624087743,-0.18077201205594856,0.38068377860057484
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.2]:C(age_group, Treatment('40–59'))[T.10-19]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV1_B.1.177_C108360]",-0.04819042308024825,0.14544844194856796,-0.33132306152367635,0.740400473542233,-0.3332641309069062,0.23688328474640974
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.4]:C(age_group, Treatment('40–59'))[T.10-19]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV1_B.1.177_C108360]",0.192925356449831,0.14738409865939575,1.308997091305494,0.19053533601865602,-0.09594216881648276,0.48179288171614476
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.5]:C(age_group, Treatment('40–59'))[T.10-19]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV1_B.1.177_C108360]",0.1915648255438331,0.13983917198811932,1.3698938775188714,0.17072003118122214,-0.08251491518078316,0.4656445662684494
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.1]:C(age_group, Treatment('40–59'))[T.20-39]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV1_B.1.177_C108360]",0.0812280294073245,0.10017912002296465,0.810827938882914,0.41746448755376653,-0.11511943784060162,0.2775754966552506
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.2]:C(age_group, Treatment('40–59'))[T.20-39]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV1_B.1.177_C108360]",-0.09060960900673007,0.10576586710612551,-0.8566999116625438,0.391610752177878,-0.29790689932838565,0.11668768131492552
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.4]:C(age_group, Treatment('40–59'))[T.20-39]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV1_B.1.177_C108360]",-0.26389134599692293,0.10995311107060977,-2.4000352825620093,0.01639349164329038,-0.4793954836834504,-0.048387208310395474
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.5]:C(age_group, Treatment('40–59'))[T.20-39]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV1_B.1.177_C108360]",-0.06180394104935498,0.1113024210398644,-0.5552793952902345,0.5787035701253107,-0.27995267767960236,0.15634479558089243
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.1]:C(age_group, Treatment('40–59'))[T.60-74]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV1_B.1.177_C108360]",-0.16433748364635148,0.12460298790204172,-1.3188887876071445,0.18720629515796006,-0.4085548523004333,0.07987988500773036
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.2]:C(age_group, Treatment('40–59'))[T.60-74]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV1_B.1.177_C108360]",-0.017393928680210242,0.13122914248287001,-0.13254623440430358,0.8945522558249337,-0.2745983216687106,0.23981046430829014
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.4]:C(age_group, Treatment('40–59'))[T.60-74]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV1_B.1.177_C108360]",-0.3512023644896137,0.14014363675566263,-2.506017202207528,0.012209967933177827,-0.6258788451931763,-0.07652588378605124
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.5]:C(age_group, Treatment('40–59'))[T.60-74]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV1_B.1.177_C108360]",-0.043388163300131566,0.14172874389690662,-0.30613524192165337,0.7595016760394167,-0.32117139691216956,0.23439507031190643
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.1]:C(age_group, Treatment('40–59'))[T.elderly]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV1_B.1.177_C108360]",0.11874186091565898,0.13029707356611145,0.911316406929205,0.3621286841128428,-0.13663571056488538,0.3741194323962033
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.2]:C(age_group, Treatment('40–59'))[T.elderly]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV1_B.1.177_C108360]",0.07487200313199155,0.13488353641568118,0.5550862997931238,0.5788356331831458,-0.1894948703501404,0.3392388766141235
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.4]:C(age_group, Treatment('40–59'))[T.elderly]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV1_B.1.177_C108360]",0.2502896575465019,0.14028817768996718,1.78411083291448,0.0744056573489761,-0.024670118182589296,0.525249433275593
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.5]:C(age_group, Treatment('40–59'))[T.elderly]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV1_B.1.177_C108360]",0.4632817084848752,0.1421056431724003,3.2601218230498366,0.0011136436960740592,0.18475976586707038,0.74180365110268
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.1]:C(age_group, Treatment('40–59'))[T.00-09]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV6_BA.5.2_C23016]",0.6397584848391846,0.2725426325377044,2.347370313709282,0.018906453593167727,0.10558474081354974,1.1739322288648195
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.2]:C(age_group, Treatment('40–59'))[T.00-09]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV6_BA.5.2_C23016]",1.361959574630175,0.2635180495852218,5.168373008125642,2.3614065704388737e-07,0.8454736881669,1.8784454610934498
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.4]:C(age_group, Treatment('40–59'))[T.00-09]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV6_BA.5.2_C23016]",0.4522652029832415,0.2887329058694609,1.5663791476116522,0.1172598817141304,-0.11364089367249536,1.0181712996389785
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.5]:C(age_group, Treatment('40–59'))[T.00-09]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV6_BA.5.2_C23016]",0.511371787745759,0.3292279643799571,1.553245298311271,0.12036454316259279,-0.13390316514239275,1.1566467406339107
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.1]:C(age_group, Treatment('40–59'))[T.10-19]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV6_BA.5.2_C23016]",0.07940950180742053,0.21097065151650973,0.37640070425248817,0.7066190225131108,-0.3340853769598891,0.4929043805747301
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.2]:C(age_group, Treatment('40–59'))[T.10-19]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV6_BA.5.2_C23016]",0.4757267872336375,0.23062620842970072,2.0627611687014666,0.03913532506971651,0.023707724820396237,0.9277458496468787
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.4]:C(age_group, Treatment('40–59'))[T.10-19]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV6_BA.5.2_C23016]",0.17846247325122933,0.20889369593674076,0.8543219672137597,0.3929266188804803,-0.23096164738224362,0.5878865938847022
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.5]:C(age_group, Treatment('40–59'))[T.10-19]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV6_BA.5.2_C23016]",0.8736926303194481,0.2032175458072135,4.299297222830821,1.7134056172165896e-05,0.475393559510691,1.2719917011282051
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.1]:C(age_group, Treatment('40–59'))[T.20-39]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV6_BA.5.2_C23016]",0.06777792443947364,0.09987821660690216,0.678605673409569,0.4973877471143695,-0.12797978295014492,0.26353563182909223
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.2]:C(age_group, Treatment('40–59'))[T.20-39]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV6_BA.5.2_C23016]",0.3330887578806895,0.10402539783033153,3.201994559289905,0.0013647957576226025,0.1292027246557886,0.5369747911055903
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.4]:C(age_group, Treatment('40–59'))[T.20-39]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV6_BA.5.2_C23016]",-0.007010427529696958,0.11471625249367934,-0.061111022869956635,0.9512707905791523,-0.23185015085871163,0.2178292957993177
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.5]:C(age_group, Treatment('40–59'))[T.20-39]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV6_BA.5.2_C23016]",0.1977570977180492,0.1228277034251526,1.6100365976357789,0.10738986691888772,-0.04298077729901695,0.43849497273511534
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.1]:C(age_group, Treatment('40–59'))[T.60-74]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV6_BA.5.2_C23016]",-0.14093095448518078,0.11386337287949805,-1.237719829662243,0.21581996383290014,-0.3640990644872517,0.08223715551689015
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.2]:C(age_group, Treatment('40–59'))[T.60-74]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV6_BA.5.2_C23016]",-0.02017296441762168,0.11395243721515357,-0.17702968809287606,0.8594850701329566,-0.2435156373098844,0.20316970847464105
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.4]:C(age_group, Treatment('40–59'))[T.60-74]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV6_BA.5.2_C23016]",-0.23036342378906194,0.1192803925906161,-1.9312765391349396,0.05344886309057533,-0.4641486973284678,0.0034218497503439305
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.5]:C(age_group, Treatment('40–59'))[T.60-74]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV6_BA.5.2_C23016]",0.5693951506032457,0.12154004122730996,4.684835917887636,2.8018429729467897e-06,0.33118104711820484,0.8076092540882867
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.1]:C(age_group, Treatment('40–59'))[T.elderly]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV6_BA.5.2_C23016]",-0.09866253737246412,0.11451834625124474,-0.8615435046189529,0.38893877122208564,-0.3231143715939913,0.1257892968490631
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.2]:C(age_group, Treatment('40–59'))[T.elderly]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV6_BA.5.2_C23016]",0.12352842497649406,0.11205911019504684,1.1023505787390606,0.27030928835186296,-0.09610339514540293,0.34316024509839105
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.4]:C(age_group, Treatment('40–59'))[T.elderly]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV6_BA.5.2_C23016]",0.28630088441320073,0.11562036703897666,2.4762149761787744,0.013278359898742945,0.059689129137504515,0.512912639688897
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,"C(dz_simd_quintile, Treatment(3))[T.5]:C(age_group, Treatment('40–59'))[T.elderly]:C(wave, Treatment('WV3_AY.4_C983568'))[T.WV6_BA.5.2_C23016]",0.6472636546932004,0.1213516411702608,5.33378575230858,9.618600477305186e-08,0.4094188085346611,0.8851085008517396
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,is_female,-0.0313786598883136,0.007515587051296558,-4.1751442268106365,2.977973227637946e-05,-0.046108939831530436,-0.016648379945096763
model4,2342672.492817223,2342668.104597796,2342669.65023715,0.5285247869519778,1.0,2293464,True,resolution,-4.661679448370593,0.011910125040118298,-391.40474450672014,0.0,-4.685022864500593,-4.638336032240592
