term,estimate,std_error,conf_low,conf_high,z,p_value
median_age,0.9532628825723757,0.0029958361349961427,0.9476819802350163,0.9588766508621839,-15.977030721912715,0.0
frac_female,0.956587986052838,0.0027739979993105686,0.9514011911432719,0.9618030580359294,-15.999473263481143,0.0
frac_vaccinated,0.41522063909492346,0.0031018867016891533,0.41270392745391676,0.4177526979062928,-283.3582667879075,0.0
mean_vacc_dose,1.151389660353247,0.003226431107786171,1.1441316035214542,1.1586937603052643,43.69211938669117,0.0
