term,estimate,std_error,conf_low,conf_high,z,p_value
median_age,0.9078549797518889,0.006239851191727768,0.8968196370440817,0.9190261120696116,-15.492457126904977,0.0
frac_female,1.035080583930241,0.005533146828492281,1.023916022576017,1.0463668812740226,6.2314056765562436,4.6226822369987985e-10
frac_vaccinated,1.0691457910388804e+108,104157.14633102986,0.0,inf,0.0023881803487233403,0.9980945095826383
mean_vacc_dose,0.9966964499686743,0.007204392191425072,0.9827216447834748,1.0108699840421618,-0.4593057557617528,0.6460146150715915
